monthly_food,monthly_transportation,monthly_liabilities,monthly_electric_bill,monthly_water_bill,monthly_income,total_expense,financial_health_score
4790.9,988.2,2132.3,1188.9,1081.8,21024.8,10182.099999999999,6.732188455947264
3274.3,601.8,4825.3,1064.3,792.5,12829.1,10558.2,5.624710757512218
1616.6,1742.8,2050.7,1118.9,1277.1,28504.7,7806.1,8.562036891403874
3617.0,1975.7,3148.1,1819.5,392.5,25346.2,10952.8,7.2634386289700235
2181.7,517.2,2343.8,761.8,517.5,26107.7,6322.0,9.135368180728289
3613.4,1853.2,1921.1,1248.4,597.4,11926.4,9233.5,5.62852800526563
3621.3,1344.4,3251.6,1012.8,935.9,19284.1,10166.0,6.963881117189811
4886.0,1289.9,3979.8,1629.3,655.6,28123.3,12440.6,6.875040256925752
1427.2,1396.0,4960.2,640.5,716.6,28291.8,9140.5,8.802155047292855
4044.7,1575.3,1732.5,723.5,402.3,11134.6,8478.3,6.400906598081656
1555.7,1900.1,4538.5,1887.7,670.9,26826.1,10552.9,7.755980953362584
4984.5,771.2,3909.0,767.2,1120.1,27318.6,11552.000000000002,7.308174175836243
2115.6,1428.3,4385.6,1762.9,458.3,16003.5,10150.699999999999,6.587257721835847
1170.3,1643.7,4338.1,1096.2,291.0,22812.8,8539.300000000001,8.64378496618565
2474.6,1226.3,3457.7,1217.7,1162.9,21449.4,9539.199999999999,7.464962959001186
1213.2,780.7,2966.7,519.2,921.7,23665.9,6401.5,9.090917158274141
3757.9,1720.9,1772.5,1354.8,1479.8,25453.8,10085.9,7.161031021340625
3958.9,1707.6,1366.7,593.1,1316.1,26003.7,8942.4,7.984547412314401
1290.3,1445.4,1765.7,1258.1,969.1,16519.3,6728.6,8.08973957240319
1508.1,1937.6,1844.3,1599.6,450.0,14087.3,7339.6,7.547049233962504
4514.6,1841.7,1869.7,1775.2,1259.9,29087.2,11261.1,6.916935119035178
2434.9,1397.9,2823.8,1966.5,1208.3,19051.6,9831.4,6.45561919210985
4244.0,697.4,3100.7,1134.1,947.1,22067.6,10123.3,7.189996592706048
4381.0,1747.2,4404.3,1425.7,1226.2,19012.6,13184.400000000001,4.810901259291207
2556.9,1410.3,4294.8,1144.4,217.7,27037.2,9624.1,8.453732489592117
2605.8,1218.8,4527.6,1675.8,649.3,29612.9,10677.3,7.916317490033061
2180.1,516.1,4288.7,591.3,860.0,26447.3,8436.2,8.729517013714064
4166.4,1081.8,2336.8,651.7,1375.7,23939.3,9612.400000000001,7.569756824234625
4585.0,651.4,4335.7,511.0,541.6,18682.7,10624.699999999999,7.229233015185173
3853.8,1751.8,3335.3,571.6,624.5,12416.9,10137.000000000002,6.0006865821581865
3506.0,589.7,2121.5,916.6,981.7,23512.7,8115.5,8.171485110599802
2572.7,1620.9,1995.2,867.1,357.0,21974.9,7412.900000000001,8.64200586294363
4381.5,699.3,3912.6,630.9,1043.5,24385.7,10667.8,7.522526300069304
1926.3,757.6,2131.9,734.5,269.2,14547.2,5819.5,8.776204818865487
4507.5,595.4,4681.3,620.2,536.2,26924.1,10940.600000000002,7.97141126743698
3182.0,1588.1,1705.7,1799.2,1056.2,24820.8,9331.2,7.441639608586347
3957.0,1271.2,1330.7,967.6,1013.8,15386.8,8540.3,6.761828263524579
2418.6,1031.2,4605.9,866.8,417.7,27760.1,9340.2,8.635399676932
4674.6,500.3,1065.5,1015.0,465.9,22129.5,7721.3,8.16420810809101
1974.6,576.3,3045.7,1511.4,1191.5,18308.2,8299.5,7.436169750603554
4946.7,930.4,1758.9,871.6,728.5,25339.3,9236.1,7.890290368234322
3956.5,1019.4,2520.0,1513.1,239.2,21958.2,9248.2,7.679433882831925
3640.6,1523.8,4957.5,1863.1,396.4,12106.5,12381.4,3.4267053822326856
3816.8,653.7,1362.4,1208.2,895.4,18259.7,7936.499999999999,7.500534289008034
2709.2,1403.8,2773.9,841.4,1224.3,18546.9,8952.599999999999,7.409286920337093
3440.4,645.7,2397.2,661.4,1208.3,20748.3,8353.0,7.884695737578501
1907.4,1860.7,2272.8,1434.9,242.2,28670.8,7718.000000000001,8.81551414568132
2368.7,1580.3,1699.4,1764.8,1375.5,23605.4,8788.7,7.4899436461826525
2274.2,834.9,4754.3,1566.7,1005.3,15812.3,10435.4,6.137065346369598
2514.3,1135.5,2880.2,1761.2,610.1,17197.4,8901.300000000001,7.082522243199554
4875.5,767.2,3838.9,885.5,544.6,26480.2,10911.7,7.689225151343268
4075.7,1474.0,4980.9,1775.3,1391.2,16883.7,13697.099999999999,3.480828760390201
3188.2,1532.4,2335.0,1485.3,457.4,12156.3,8998.3,5.9484296153434855
2469.2,893.5,4442.5,720.7,1032.2,19027.1,9558.1,7.6217550760757025
1755.7,1331.9,3414.5,696.8,453.3,20962.3,7652.200000000001,8.740117360213336
4710.8,995.2,4644.6,1664.0,953.1,17602.6,12967.7,4.532079632179337
4433.8,1701.3,2450.1,1613.1,578.4,14340.2,10776.7,4.9995546869918135
3248.1,1469.5,2545.7,647.8,730.7,28752.5,8641.800000000001,8.59906330758021
2116.7,756.7,1676.8,1298.1,409.8,11966.8,6258.099999999999,7.807236396162717
3048.9,1346.9,2729.5,1038.5,950.7,26379.5,9114.5,8.121931698288444
2429.2,1844.3,1493.8,738.0,286.8,23088.4,6792.1,8.921097960906774
2581.8,1983.3,4996.4,673.9,411.6,16783.0,10647.0,7.353296508133229
3247.7,1934.9,2159.7,1269.6,725.8,12782.6,9337.699999999999,5.839822569884062
2101.7,1687.4,1342.1,1668.6,875.6,16869.4,7675.4,7.410696571116935
4589.2,504.0,2807.3,1683.0,1009.6,23349.3,10593.1,6.7479324094341155
3923.4,533.4,2158.0,969.9,979.8,29941.8,8564.5,8.394967883527375
3247.8,1365.7,3754.6,762.8,693.8,26771.1,9824.699999999999,8.222430652733731
3464.2,1713.3,1822.0,793.0,677.8,27857.1,8470.3,8.496571996331276
2122.7,1608.1,1435.8,1787.9,1425.4,20021.6,8379.9,7.199585885563591
1135.7,980.4,2727.8,929.8,858.7,28522.1,6632.4,9.098572985383264
4131.2,1453.1,3722.9,1520.8,253.7,17903.8,11081.699999999999,6.364097188619176
4150.1,1048.8,4211.1,825.7,296.2,21672.7,10531.900000000001,7.655552904243588
2847.1,1112.4,1825.3,700.5,359.6,25828.1,6844.900000000001,8.99872285167705
4057.8,561.4,4294.5,784.2,834.6,15474.5,10532.500000000002,6.341677407993795
4275.6,1001.9,2531.9,792.9,1221.7,23306.5,9824.0,7.4328229134361665
1031.2,1524.4,2295.4,1746.1,945.7,10997.9,7542.8,6.366850260358795
1986.6,728.8,4847.2,950.8,907.9,20490.3,9421.3,7.8911926485312565
1377.1,810.5,4228.6,835.7,1070.8,20542.8,8322.7,8.271088192962985
3737.2,601.0,3615.9,777.4,1421.6,10820.2,10153.1,4.360167925250919
3291.2,608.7,1115.3,1990.2,486.8,16243.5,7492.2,7.250044572979961
2509.7,1038.2,2599.3,582.9,1259.0,12648.9,7989.099999999999,6.975831732925393
2246.2,575.0,4522.1,1099.9,751.8,17512.1,9195.0,7.553437228544834
2118.8,779.9,4965.7,794.6,1059.1,24965.8,9718.1,8.17708999857405
3294.3,1622.1,2269.2,685.9,1153.3,27279.4,9024.8,8.212353572996474
2448.5,1038.2,2317.5,786.2,887.1,17137.2,7477.5,8.047019523317696
2662.9,1645.1,3167.4,1695.7,954.3,25568.8,10125.4,7.497375488298239
3902.1,941.7,4084.4,605.6,777.6,21528.4,10311.400000000001,7.593035001635049
4417.5,1305.4,3555.3,1094.9,305.2,17753.1,10678.300000000001,6.735901530425673
4243.2,1426.5,3358.5,1310.8,770.7,18344.0,11109.7,6.145278098560838
4475.8,1084.2,3048.6,1997.8,629.6,23929.9,11236.0,6.621331480365567
1165.8,729.4,2461.0,1562.3,688.3,28489.6,6606.8,8.958508812198135
2216.0,1882.9,2800.4,654.3,423.5,23194.7,7977.099999999999,8.71539274600663
4385.3,1896.4,3991.2,1677.9,1164.2,25140.6,13115.000000000002,5.9401091942913045
4890.9,953.7,4791.7,1667.0,1318.4,20557.7,13621.699999999999,4.644743776482779
2684.5,1396.1,3915.4,1784.1,1077.1,17781.7,10857.2,5.949050622471418
4402.3,823.4,3361.4,1151.0,1272.7,21151.3,11010.800000000001,6.463818067466302
3844.0,1010.3,2671.1,705.8,227.7,20044.7,8458.9,8.21770567236227
3741.8,509.7,2426.2,1903.5,853.8,10936.9,9435.0,4.195885519662792
1222.2,1284.4,1064.3,779.7,1492.5,26500.4,5843.1,8.983076933917978
1889.3,1368.3,4913.4,690.3,859.5,25444.6,9720.8,8.37181509186232
1671.8,1956.4,1691.2,1655.5,584.7,28190.9,7559.599999999999,8.636259519149796
2122.3,1548.1,3605.3,1044.3,1047.8,19867.4,9367.8,7.564909528413381
1674.1,1603.9,3351.9,1104.4,917.0,24843.1,8651.3,8.333376231364038
1774.4,1050.4,1856.1,1452.8,595.5,29564.0,6729.2,8.952813659125963
4525.4,1831.6,4967.0,880.4,274.2,23484.7,12478.6,7.133907657836805
1663.2,972.6,2037.1,1583.3,653.8,12647.6,6910.0,7.372981642366932
2364.2,1443.9,4562.9,1579.3,1057.0,25266.4,11007.3,7.311530666988571
2250.9,1497.5,3883.0,1789.0,878.0,21983.1,10298.4,7.137218976759419
1612.1,1453.6,3988.7,545.8,270.4,16213.6,7870.599999999999,8.569560100064145
1854.2,789.6,4940.6,665.7,581.3,16191.0,8831.4,8.02811326989068
4599.3,1037.0,2352.5,1931.0,1089.6,18491.7,11009.4,5.36220012589432
2476.1,911.2,2441.0,1256.6,760.9,23140.6,7845.799999999999,8.311348919647717
2202.4,1300.2,2740.7,1456.9,1274.5,10387.0,8974.7,4.791739747453547
4974.7,1660.1,3454.1,671.9,1376.7,18408.0,12137.5,5.495200634235116
2735.2,1203.6,2847.7,1987.0,954.2,13745.2,9727.7,5.299479563542181
2303.1,516.2,2072.3,1979.5,1004.4,24294.4,7875.5,7.997166963291951
2635.2,1792.5,3059.4,566.3,353.3,28299.1,8406.7,8.888075484824606
3931.0,630.5,3908.9,800.5,838.9,16183.3,10109.8,6.676839216500961
2975.3,1796.5,2358.0,1749.2,1385.0,12605.0,10264.0,4.125726737009122
3035.9,1606.3,1237.9,1920.9,492.8,14785.1,8293.8,6.621351433159059
3429.7,774.4,1684.9,1557.7,1433.2,16810.4,8879.9,6.349194960750489
4571.6,1787.2,3458.2,913.9,1379.0,29017.7,12109.9,7.080737744638617
1732.6,1564.4,1319.6,1711.1,838.3,27489.5,7166.000000000001,8.58227195954819
2438.1,1700.1,4594.8,1959.3,843.2,15409.5,11535.5,5.101015869950356
2126.1,1393.7,3146.4,1868.5,610.8,22303.4,9145.5,7.677301987320318
1008.7,1477.5,4465.5,1916.9,1001.5,13319.9,9870.1,5.714543800554058
4601.5,1772.4,1922.9,1913.2,1079.8,24938.9,11289.8,6.407407267778451
4219.5,1227.3,1027.4,925.9,590.6,20191.7,7990.700000000001,7.919651764715205
2442.6,1344.2,1461.4,671.4,416.0,12841.2,6335.6,8.215524965018846
2904.1,1341.5,2766.4,1505.0,285.1,10156.1,8802.1,5.622071318596706
3553.3,868.0,3455.3,1884.3,1067.7,24159.8,10828.6,6.81916026645916
1615.6,1058.8,1758.0,1184.7,946.2,29589.1,6563.299999999999,8.974330629623747
1064.4,946.0,2362.3,1102.3,1081.4,18073.0,6556.4000000000015,8.408523414286504
2811.6,967.1,2907.7,513.8,1011.1,20920.2,8211.3,8.234879402070726
1101.1,1897.4,2182.0,715.9,366.0,25302.2,6262.4,9.250733102417971
3486.7,1369.4,3197.1,1602.2,1186.1,23669.1,10841.500000000002,6.820686874152375
3679.1,1966.2,3422.9,1923.3,1242.2,11554.2,12233.7,1.7207406616295373
2265.4,1715.8,3669.6,851.8,216.2,20262.2,8718.8,8.377968083307834
2042.5,1505.8,4835.7,1726.7,483.9,26984.9,10594.6,7.8877481250032435
2034.5,683.7,2498.5,1266.1,665.1,21605.9,7147.9,8.503820425393064
1081.7,1925.4,3570.8,1015.6,1050.8,24507.3,8644.300000000001,8.37327319830418
4142.3,866.3,3154.1,1537.2,404.1,11089.5,10104.000000000002,4.615620813201676
2928.8,569.6,1232.2,999.2,901.9,17653.2,6631.7,8.167358187965922
2076.5,819.2,1902.1,907.5,1298.4,17802.6,7003.699999999999,8.051572752934964
1091.3,1059.0,1548.0,910.4,1200.0,20593.4,5808.7,8.797856852001127
2444.4,1925.5,4906.4,581.7,1174.4,28692.0,11032.4,8.050161339578976
3976.1,1805.9,3558.6,1677.9,785.1,12516.4,11803.6,3.486708939886868
1663.8,1273.6,4830.5,1266.2,1158.6,24297.8,10192.7,7.733072508622179
4942.3,1246.1,2425.7,1443.9,437.5,27038.8,10495.499999999998,7.5330730708093565
3487.7,580.5,2314.9,775.2,1036.7,29906.6,8195.0,8.583369244915838
1112.1,1873.5,3202.0,1339.6,228.6,29699.5,7755.800000000001,8.99779536470311
3907.6,1352.1,4196.3,955.4,1081.9,18823.5,11493.3,6.249897434313491
4530.5,1995.2,1648.1,568.7,1152.0,26715.9,9894.5,7.766818990526241
2335.5,591.6,3101.0,534.2,858.0,16819.2,7420.3,8.272708467227929
2249.0,1088.6,2188.1,928.2,925.4,20216.7,7379.299999999999,8.309481931254854
1648.8,1009.1,1182.8,932.9,1443.9,24757.0,6217.5,8.75639100476633
1898.0,887.1,3477.9,1124.3,937.9,17872.8,8325.2,7.775110702161944
4117.1,956.1,1830.4,582.4,1224.5,16899.7,8710.5,7.106479283300887
3832.6,1043.2,3507.7,660.3,1063.6,11922.8,10107.4,5.3552602495722486
3125.9,510.2,4773.8,671.6,465.8,19312.3,9547.3,7.964900432926166
4218.7,677.4,4720.7,1882.7,1118.9,21803.1,12618.4,5.593160774091758
4068.6,647.8,1065.6,1107.5,261.3,27843.7,7150.8,8.773957938118857
3774.2,859.0,1440.0,646.8,733.5,28746.3,7453.5,8.779317371453022
1796.4,1687.6,2990.3,789.4,1482.6,20873.0,8746.3,7.807938292186077
3410.1,1107.2,2522.9,780.7,1010.9,13298.5,8831.800000000001,6.501779706463135
1750.4,559.3,1664.4,1878.2,272.7,14433.3,6125.0,8.05745162229012
2328.1,1641.5,3979.7,857.1,931.1,10326.8,9737.5,5.389061599430609
2882.2,635.1,1058.4,1649.4,849.6,26863.4,7074.700000000001,8.484893768346524
1807.7,722.2,4505.4,716.3,1191.5,27633.3,8943.099999999999,8.536066055910803
4509.8,919.0,3631.1,1802.4,967.8,23833.7,11830.099999999999,6.313350164817046
1297.1,1079.6,1238.3,943.4,787.5,19591.9,5345.9,8.963788916409332
4541.7,1062.9,1011.8,1117.9,511.4,23291.9,8245.7,8.028562623538656
2237.1,1453.3,1879.6,872.3,388.3,27452.3,6830.6,9.049638840796582
1884.0,1590.7,3055.2,544.1,1387.2,22332.2,8461.2,8.200713063146488
1516.8,1049.5,3988.4,1873.2,707.1,25483.5,9135.000000000002,8.059096316440048
1880.3,791.1,4153.8,1254.7,756.7,17864.5,8836.6,7.6677875645889895
4693.2,1691.5,1274.3,1208.9,306.0,27817.6,9173.9,8.120980969975843
4149.9,1319.2,4654.6,1897.7,1009.8,29863.4,13031.2,6.675232668698138
4342.7,796.5,1212.7,1255.4,775.0,20082.1,8382.3,7.50093918425862
1889.7,962.0,3400.0,1631.0,718.7,27859.0,8601.4,8.388655423453821
4417.5,1688.8,2910.5,944.5,494.1,29144.3,10455.4,8.009720440978167
3720.0,1694.3,4441.8,1836.0,1488.2,21360.0,13180.300000000001,5.013000248117978
4881.5,1977.1,4744.5,1180.1,815.9,29055.0,13599.1,6.772541112751678
1892.3,1046.0,1228.7,906.1,1415.7,29946.2,6488.8,8.910051825313396
4163.3,739.6,1612.4,893.0,1472.0,24470.4,8880.300000000001,7.678765992153785
4613.7,1974.6,4672.7,1115.7,1487.5,24945.0,13864.2,5.754194489188214
2291.0,671.5,1817.3,1641.2,623.1,11158.4,7044.1,6.769170608295096
3707.5,1462.0,1591.9,878.4,799.2,13286.2,8439.0,6.629245079255168
1831.7,1446.9,4332.3,1945.8,213.3,25871.8,9770.0,8.067160944348673
3231.6,569.4,3460.4,1426.6,683.8,22659.8,9371.8,7.703676977660879
2663.1,1092.9,3052.9,1127.2,572.7,25705.9,8508.8,8.437715219245387
3312.2,1682.7,3419.4,1577.1,754.3,10211.8,10745.699999999999,3.409783139368183
2699.2,1359.7,2265.6,1656.9,1165.6,19493.1,9147.0,6.976935997045109
2263.0,1174.1,2966.7,1532.0,356.0,22628.8,8291.8,8.248711951194938
1696.3,582.4,1785.5,1568.6,409.0,17451.2,6041.799999999999,8.510689652745942
3723.3,943.4,1826.6,1907.9,1440.7,23299.2,9841.9,6.75331689615094
4571.7,1481.5,2489.5,1062.0,556.3,24025.1,10161.0,7.54103554699044
3748.1,919.4,1548.8,1740.6,695.6,26288.1,8652.5,7.925460424678848
4296.8,570.1,3529.3,622.7,756.4,17705.7,9775.300000000001,7.184237469786565
2062.2,514.4,1114.7,958.5,372.8,28340.7,5022.6,9.383662806084535
3577.6,826.8,3642.4,1842.9,1246.4,23867.9,11136.099999999999,6.584718131624484
2437.3,566.9,3630.9,642.6,397.2,14664.0,7674.900000000001,8.17725207393617
2285.7,763.1,1579.0,1677.7,251.2,21087.8,6556.699999999999,8.563525586642514
2772.7,869.7,3601.1,1471.1,517.1,17614.1,9231.7,7.277299180735888
2642.5,781.7,3220.7,1213.9,1424.8,23514.1,9283.599999999999,7.617039433463326
4486.8,1333.4,4340.3,1255.4,613.9,26694.1,12029.8,7.186444286745011
4441.7,806.0,3529.2,1151.8,832.2,18023.6,10760.9,6.31912452559977
4985.8,1090.5,3974.6,1091.5,276.7,13451.5,11419.1,5.1706430396758725
2507.5,1148.8,3895.1,1493.3,691.5,27393.9,9736.199999999999,8.0672723008553
2709.3,1466.4,3897.1,1122.2,828.3,13025.1,10023.300000000001,5.919129962963814
2551.1,1756.4,3276.0,1400.1,221.5,15371.1,9205.1,7.154192770458847
4016.3,1226.0,3880.9,1128.6,522.9,14868.9,10774.7,5.9671220157913485
1289.9,1840.4,3018.0,1541.5,548.5,19747.2,8238.3,8.0381722092246
4657.0,579.2,1964.6,1642.5,1263.3,16276.7,10106.599999999999,5.35310867283909
2586.0,1102.4,1178.2,1022.0,516.0,12697.4,6404.6,7.839353659048308
2446.2,1348.7,2955.4,673.9,247.5,20847.1,7671.699999999999,8.715368276383765
1395.0,915.3,3748.3,1483.4,511.0,19167.9,8053.0,8.15014718033796
2380.0,1285.9,2930.9,1430.4,1397.1,12761.4,9424.300000000001,5.355207151597787
1589.9,1524.7,4814.1,640.8,872.7,24290.5,9442.2,8.419182020888824
2295.2,1606.1,1773.2,1936.2,856.1,24144.8,8466.8,7.829628213909413
1271.5,598.6,3492.6,1908.2,973.5,23274.8,8244.4,8.036049089693574
1174.6,1829.5,4323.8,934.3,499.7,23101.5,8761.9,8.577511044018788
4010.9,1364.0,1197.9,856.0,1000.1,22037.9,8428.9,7.82154056576171
2636.5,882.0,2205.2,585.4,206.4,12257.3,6515.499999999999,8.293362441320681
1191.1,572.6,4892.9,1276.5,1093.8,20747.6,9026.9,7.897110298935781
1676.8,629.1,2751.6,1627.5,490.3,19725.4,7175.3,8.329748438997434
4626.0,1531.1,3371.4,1588.0,916.2,24713.1,12032.7,6.464679186204887
1859.6,612.7,4910.0,1839.0,592.0,11107.9,9813.3,5.283362924495179
3229.9,1084.6,3353.7,1892.3,727.4,17792.7,10287.9,6.264095404778365
1326.0,1267.0,1334.9,829.0,355.4,18552.1,5112.299999999999,9.157022869022914
3118.6,726.2,4539.4,528.7,208.5,11687.2,9121.400000000001,7.223142771510713
1536.8,1097.0,2063.8,1277.9,255.0,24389.6,6230.5,9.05081437838259
3607.5,1648.7,2499.9,1506.9,349.1,18802.2,9612.1,7.1151215956537
1211.1,952.7,2321.3,785.4,860.3,24336.4,6130.8,9.076282790420935
2756.8,1021.2,4876.2,1545.6,789.6,10414.8,10989.400000000001,3.823726750547298
2292.9,1915.4,4979.5,580.9,397.6,23281.7,10166.3,8.33348170618984
1728.2,851.2,4255.1,1858.5,338.0,16313.3,9031.0,7.272183275119076
3823.3,770.2,3466.5,835.3,834.4,19662.0,9729.699999999999,7.373886571711933
1316.3,1568.0,1440.1,1846.8,1082.8,23296.1,7254.0,8.203388457638832
1523.3,1026.9,4737.2,577.1,637.2,26724.8,8501.7,8.91124108658624
4526.0,1272.8,3406.8,1263.4,248.3,12327.4,10717.3,5.0987926782452115
4556.9,517.8,3289.8,1966.9,912.5,28172.2,11243.9,7.017919536294646
2102.4,571.8,4047.1,1136.2,1339.6,16938.4,9197.099999999999,7.0296924561469805
1476.4,1169.5,3413.3,1030.7,519.0,13291.8,7608.900000000001,7.80505005299508
4197.1,1532.1,4681.0,1082.1,1325.4,26866.1,12817.7,6.677687045235446
1370.7,1323.6,2310.7,1249.3,1442.6,17726.3,7696.9,7.636951007181421
2823.0,1481.3,4266.6,953.8,1008.4,18324.5,10533.1,6.882911715146389
4624.6,1152.4,4204.1,647.0,634.4,20393.1,11262.5,7.029389776443992
1823.1,633.0,2302.9,761.5,406.7,13277.6,5927.2,8.56244240356691
3231.8,1200.9,3355.2,1891.0,231.6,14757.4,9910.500000000002,6.137403208356484
2639.9,1992.3,4969.4,581.1,1137.3,27825.0,11319.999999999998,7.902074672416892
2347.1,1059.0,4843.1,1474.7,1100.7,26403.7,10824.600000000002,7.549839284009437
2827.8,872.2,1282.5,687.1,1221.7,11559.0,6891.3,7.064302622891255
4730.5,773.4,3250.4,1071.9,608.1,26519.5,10434.3,7.698134283316051
3496.0,1186.2,2003.6,1275.7,832.6,19255.9,8794.099999999999,7.3620312303345985
3876.5,1395.7,1077.2,762.4,1361.8,17258.0,8473.599999999999,7.045637969081007
1255.8,945.3,4404.6,1559.4,475.2,11129.6,8640.300000000001,6.552033072042121
3988.7,1090.8,1550.3,1282.7,954.8,25411.7,8867.3,7.836281374398406
2555.2,978.9,2498.2,1262.5,719.8,20718.2,8014.599999999999,8.065769738606637
3604.3,915.2,1220.6,876.7,602.4,29987.5,7219.2,8.855655869625675
1327.8,858.4,4917.3,1362.5,788.2,23819.9,9254.2,8.18426006142763
1653.1,1535.2,4196.5,1238.9,518.2,23517.7,9141.900000000001,8.280365605437606
1877.0,1384.4,2893.9,1073.2,532.8,29792.9,7761.3,8.910545634644496
3634.5,1991.9,1640.1,932.0,932.3,24762.4,9130.8,7.896016243078215
1392.2,796.6,3735.1,643.4,588.3,27582.6,7155.599999999999,9.16448266715973
4753.4,1729.3,2172.4,1906.0,416.2,14787.6,10977.300000000001,4.782952732654386
2713.1,845.6,1691.6,1417.6,358.5,17195.4,7026.4,8.087238163974087
3219.8,1313.3,1607.6,915.3,713.5,29961.7,7769.500000000001,8.729961610289136
4776.2,673.2,3660.6,1221.2,528.4,24585.1,10859.6,7.356369341235137
3142.0,1270.8,1342.8,1435.8,1093.0,24538.1,8284.400000000001,7.917914386134216
3109.8,1610.7,3490.6,1266.2,1256.0,27698.5,10733.300000000001,7.51545989330108
4246.3,602.4,3213.8,1263.0,1208.2,16419.4,10533.7,5.706555902481212
3689.8,1521.2,2523.5,811.1,1493.3,29722.1,10038.9,7.862419303884988
3634.6,834.1,4553.8,1871.8,1223.7,23446.1,12118.0,6.155425584980018
4979.1,1007.3,1566.1,968.5,540.7,10219.4,9061.7,4.9645752065091875
2261.2,581.9,1097.1,740.2,468.0,29659.5,5148.4,9.404372847580033
2152.8,845.5,3016.6,1833.4,1186.7,26972.6,9035.0,7.884061592875733
4628.2,715.9,3945.3,612.9,1027.6,14885.3,10929.9,5.764656223683769
1285.2,758.2,2482.9,1905.4,1087.5,21656.1,7519.200000000001,8.025572610470029
3153.1,621.7,2173.0,1178.4,498.6,22722.5,7624.800000000001,8.40013928009682
3685.6,1996.9,4671.9,592.2,386.8,24969.4,11333.4,7.888186893605774
3850.5,858.5,3644.6,1262.7,1077.8,29919.6,10694.1,7.7231241858581
1146.8,851.4,3042.2,1508.1,913.9,16179.9,7462.4,7.777004637704808
4582.1,717.7,2213.6,1153.8,1468.9,29349.5,10136.099999999999,7.556343928898277
2094.9,686.4,3485.7,1275.5,530.9,18335.3,8073.4,8.039996367967799
3047.1,1888.4,4767.3,674.4,604.9,20997.5,10982.099999999999,7.5443642595832845
4312.7,1228.9,3682.9,1062.1,831.2,21688.2,11117.800000000001,6.877698623140693
4221.0,1077.6,1075.4,977.6,500.6,11041.3,7852.200000000001,6.3309425098131555
2216.7,1827.9,1574.2,900.5,267.5,23661.7,6786.8,8.922586572528601
3060.8,664.5,2995.6,714.4,1100.3,19080.6,8535.599999999999,7.764383719757241
2521.1,762.1,4131.6,1030.1,1055.7,20332.3,9500.6,7.569972835793294
2320.4,999.9,2087.3,1826.7,1210.0,25697.1,8444.3,7.892221277529371
4960.4,1669.6,3948.2,1788.2,325.8,12068.7,12692.2,2.6762471362118534
2529.9,1642.3,3404.9,1486.4,893.6,15519.0,9957.1,6.244659748940009
3488.4,631.5,1160.2,1769.8,929.9,14051.3,7979.799999999999,6.351293765786795
2308.5,1883.9,1260.2,927.2,1141.3,29021.7,7521.099999999999,8.664360945788841
2339.4,1163.6,3649.1,532.4,1235.6,19112.9,8920.1,7.808047453562779
4764.2,1804.7,4354.6,1535.8,1417.0,12450.7,13876.3,0.8861818614696382
3190.0,864.8,1055.4,871.1,881.8,21051.6,6863.100000000001,8.406700996209313
